	seqid	source	exon_type	start	end	length	homology	strand	phase	attributes	substring
199	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	fine	1766	1846.0	80.0	100.0	+	.	GRA_OG0031675	substring_1
200	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	intron	1847	2179.0	333.0	0.0	+	.	GRA_OG0031675	substring_1
201	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	fine	2180	2230.0	50.0	100.0	+	.	GRA_OG0031675	substring_1
202	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	intron	2231	2553.0	323.0	0.0	+	.	GRA_OG0031675	substring_1
203	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	fine	2554	2631.0	77.0	100.0	+	.	GRA_OG0031675	substring_1
204	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	intron	2632	3889.0	1258.0	0.0	+	.	GRA_OG0031675	substring_1
205	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	fine	3890	3964.0	74.0	100.0	+	.	GRA_OG0031675	substring_1
206	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	intron	3965	5390.0	1426.0	0.0	+	.	GRA_OG0031675	substring_1
207	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	fine	5391	5464.0	73.0	97.3	+	.	GRA_OG0031675	substring_1
208	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	intron	5465	7086.0	1622.0	0.0	+	.	GRA_OG0031675	substring_1
209	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	fine	7087	7171.0	84.0	100.0	+	.	GRA_OG0031675	substring_2
210	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	intron	7172	9667.0	2496.0	0.0	+	.	GRA_OG0031675	substring_2
211	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	fine	9668	9746.0	78.0	100.0	+	.	GRA_OG0031675	substring_2
212	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	intron	9747	10345.0	599.0	0.0	+	.	GRA_OG0031675	substring_2
213	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	fine	10346	10423.0	77.0	98.72	+	.	GRA_OG0031675	substring_2
214	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	intron	10424	11345.0	922.0	0.0	+	.	GRA_OG0031675	substring_2
215	GRA_SL+_TRINITY_DN34469_c0_g1_i2	+	fine	11346	11666.0	320.0	98.44	+	.	GRA_OG0031675	substring_2
216	GRA_SL+_TRINITY_DN34503_c0_g1_i1	+	fine	195	259.0	64.0	95.38	+	.	GRA_OG0032654	substring_1
217	GRA_SL+_TRINITY_DN34503_c0_g1_i1	+	intron	260	515.0	256.0	0.0	+	.	GRA_OG0032654	substring_1
218	GRA_SL+_TRINITY_DN34503_c0_g1_i1	+	fine	516	585.0	69.0	100.0	+	.	GRA_OG0032654	substring_1
219	GRA_SL+_TRINITY_DN34503_c0_g1_i1	+	intron	586	1033.0	448.0	0.0	+	.	GRA_OG0032654	substring_1
220	GRA_SL+_TRINITY_DN34503_c0_g1_i1	+	fine	1034	1156.0	122.0	95.93	+	.	GRA_OG0032654	substring_1
221	GRA_SL+_TRINITY_DN34503_c0_g1_i1	+	intron	1157	4778.0	3622.0	0.0	+	.	GRA_OG0032654	substring_1
222	GRA_SL+_TRINITY_DN34503_c0_g1_i1	+	fine	4779	4854.0	75.0	98.68	+	.	GRA_OG0032654	substring_1
223	GRA_SL+_TRINITY_DN34503_c0_g1_i1	+	intron	4855	5632.0	778.0	0.0	+	.	GRA_OG0032654	substring_1
224	GRA_SL+_TRINITY_DN34503_c0_g1_i1	+	fine	5633	5887.0	254.0	100.0	+	.	GRA_OG0032654	substring_1
225	GRA_SL+_TRINITY_DN34715_c0_g1_i2	+	fine	6874	6909.0	35.0	100.0	+	.	GRA_OG0032746	substring_1
226	GRA_SL+_TRINITY_DN34715_c0_g1_i2	+	intron	6910	11431.0	4522.0	0.0	+	.	GRA_OG0032746	substring_1
227	GRA_SL+_TRINITY_DN34715_c0_g1_i2	+	fine	11432	11621.0	189.0	100.0	+	.	GRA_OG0032746	substring_1
228	GRA_SL+_TRINITY_DN34715_c0_g1_i2	+	intron	11622	11931.0	310.0	0.0	+	.	GRA_OG0032746	substring_1
229	GRA_SL+_TRINITY_DN34715_c0_g1_i2	+	fine	11932	12198.0	266.0	99.63	+	.	GRA_OG0032746	substring_1
230	GRA_SL+_TRINITY_DN34761_c0_g1_i1	+	fine	7983	8095.0	112.0	96.46	+	.	GRA_OG0032271	substring_1
231	GRA_SL+_TRINITY_DN34761_c0_g1_i1	+	intron	8096	8192.0	97.0	0.0	+	.	GRA_OG0032271	substring_1
232	GRA_SL+_TRINITY_DN34761_c0_g1_i1	+	fine	8193	8302.0	109.0	97.27	+	.	GRA_OG0032271	substring_1
233	GRA_SL+_TRINITY_DN34761_c0_g1_i1	+	intron	8303	8694.0	392.0	0.0	+	.	GRA_OG0032271	substring_1
234	GRA_SL+_TRINITY_DN34761_c0_g1_i1	+	fine	8695	8959.0	264.0	98.49	+	.	GRA_OG0032271	substring_1
235	GRA_SL+_TRINITY_DN34761_c0_g1_i1	+	intron	8960	8963.0	4.0	0.0	+	.	GRA_OG0032271	substring_1
236	GRA_SL+_TRINITY_DN34761_c0_g1_i1	+	fine	8964	9045.0	81.0	96.34	+	.	GRA_OG0032271	substring_1
237	GRA_SL+_TRINITY_DN34794_c0_g1_i5	+	fine	11117	11156.0	39.0	100.0	+	.	GRA_OG0032507	substring_1
238	GRA_SL+_TRINITY_DN34794_c0_g1_i5	+	intron	11157	11431.0	275.0	0.0	+	.	GRA_OG0032507	substring_1
239	GRA_SL+_TRINITY_DN34794_c0_g1_i5	+	fine	11432	11580.0	148.0	100.0	+	.	GRA_OG0032507	substring_1
240	GRA_SL+_TRINITY_DN34794_c0_g1_i5	+	intron	11581	14411.0	2831.0	0.0	+	.	GRA_OG0032507	substring_1
241	GRA_SL+_TRINITY_DN34794_c0_g1_i5	+	fine	14412	14515.0	103.0	100.0	+	.	GRA_OG0032507	substring_1
242	GRA_SL+_TRINITY_DN34794_c0_g1_i5	+	intron	14516	15012.0	497.0	0.0	+	.	GRA_OG0032507	substring_1
243	GRA_SL+_TRINITY_DN34794_c0_g1_i5	+	fine	15013	15158.0	145.0	100.0	+	.	GRA_OG0032507	substring_1
244	GRA_SL+_TRINITY_DN34794_c0_g1_i5	+	intron	15159	16108.0	950.0	0.0	+	.	GRA_OG0032507	substring_1
245	GRA_SL+_TRINITY_DN34794_c0_g1_i5	+	fine	16109	16257.0	148.0	100.0	+	.	GRA_OG0032507	substring_1
246	GRA_SL+_TRINITY_DN34794_c0_g1_i5	+	intron	16258	17002.0	745.0	0.0	+	.	GRA_OG0032507	substring_1
247	GRA_SL+_TRINITY_DN34794_c0_g1_i5	+	fine	17003	17105.0	102.0	97.09	+	.	GRA_OG0032507	substring_1
248	GRA_SL+_TRINITY_DN34794_c0_g1_i5	+	intron	17106	17809.0	704.0	0.0	+	.	GRA_OG0032507	substring_1
249	GRA_SL+_TRINITY_DN34794_c0_g1_i5	+	fine	17810	17878.0	68.0	98.55	+	.	GRA_OG0032507	substring_1
250	GRA_SL+_TRINITY_DN34809_c0_g1_i2	+	fine	195	299.0	104.0	98.1	+	.	GRA_OG0032843	substring_1
251	GRA_SL+_TRINITY_DN34809_c0_g1_i2	+	intron	300	685.0	386.0	0.0	+	.	GRA_OG0032843	substring_1
252	GRA_SL+_TRINITY_DN34809_c0_g1_i2	+	fine	686	828.0	142.0	100.0	+	.	GRA_OG0032843	substring_1
253	GRA_SL+_TRINITY_DN34809_c0_g1_i2	+	intron	829	1581.0	753.0	0.0	+	.	GRA_OG0032843	substring_1
254	GRA_SL+_TRINITY_DN34809_c0_g1_i2	+	fine	1582	1666.0	84.0	100.0	+	.	GRA_OG0032843	substring_1
255	GRA_SL+_TRINITY_DN34809_c0_g1_i2	+	intron	1667	3873.0	2207.0	0.0	+	.	GRA_OG0032843	substring_1
256	GRA_SL+_TRINITY_DN34809_c0_g1_i2	+	fine	3874	4036.0	162.0	100.0	+	.	GRA_OG0032843	substring_1
257	GRA_SL+_TRINITY_DN34809_c0_g1_i2	+	intron	4037	4336.0	300.0	0.0	+	.	GRA_OG0032843	substring_1
258	GRA_SL+_TRINITY_DN34809_c0_g1_i2	+	fine	4337	4585.0	248.0	96.39	+	.	GRA_OG0032843	substring_1
259	GRA_SL+_TRINITY_DN34840_c0_g1_i1	+	fine	877	956.0	79.0	100.0	+	.	GRA_OG0032703	substring_1
260	GRA_SL+_TRINITY_DN34840_c0_g1_i1	+	intron	957	1403.0	447.0	0.0	+	.	GRA_OG0032703	substring_1
261	GRA_SL+_TRINITY_DN34840_c0_g1_i1	+	fine	1404	1563.0	159.0	98.12	+	.	GRA_OG0032703	substring_1
262	GRA_SL+_TRINITY_DN34840_c0_g1_i1	+	intron	1564	3673.0	2110.0	0.0	+	.	GRA_OG0032703	substring_1
263	GRA_SL+_TRINITY_DN34840_c0_g1_i1	+	fine	3674	4006.0	332.0	97.6	+	.	GRA_OG0032703	substring_1
264	GRA_SL+_TRINITY_DN34993_c0_g1_i3	+	fine	1292	1351.0	59.0	100.0	+	.	GRA_OG0031644	substring_1
265	GRA_SL+_TRINITY_DN34993_c0_g1_i3	+	intron	1352	1501.0	150.0	0.0	+	.	GRA_OG0031644	substring_1
266	GRA_SL+_TRINITY_DN34993_c0_g1_i3	+	fine	1502	1595.0	93.0	100.0	+	.	GRA_OG0031644	substring_1
267	GRA_SL+_TRINITY_DN34993_c0_g1_i3	+	intron	1596	1919.0	324.0	0.0	+	.	GRA_OG0031644	substring_1
268	GRA_SL+_TRINITY_DN34993_c0_g1_i3	+	fine	1920	2066.0	146.0	100.0	+	.	GRA_OG0031644	substring_1
269	GRA_SL+_TRINITY_DN34993_c0_g1_i3	+	intron	2067	3149.0	1083.0	0.0	+	.	GRA_OG0031644	substring_1
270	GRA_SL+_TRINITY_DN34993_c0_g1_i3	+	fine	3150	3180.0	30.0	100.0	+	.	GRA_OG0031644	substring_1
271	GRA_SL+_TRINITY_DN34993_c0_g1_i3	+	intron	3181	3803.0	623.0	0.0	+	.	GRA_OG0031644	substring_1
272	GRA_SL+_TRINITY_DN34993_c0_g1_i3	+	fine	3804	3895.0	91.0	100.0	+	.	GRA_OG0031644	substring_1
273	GRA_SL+_TRINITY_DN34993_c0_g1_i3	+	intron	3896	4464.0	569.0	0.0	+	.	GRA_OG0031644	substring_1
274	GRA_SL+_TRINITY_DN34993_c0_g1_i3	+	fine	4465	4703.0	238.0	99.58	+	.	GRA_OG0031644	substring_1
275	GRA_SL+_TRINITY_DN35031_c0_g1_i1	+	fine	199	352.0	153.0	98.7	+	.	GRA_OG0031051	substring_1
276	GRA_SL+_TRINITY_DN35031_c0_g1_i1	+	intron	353	880.0	528.0	0.0	+	.	GRA_OG0031051	substring_1
277	GRA_SL+_TRINITY_DN35031_c0_g1_i1	+	fine	881	1095.0	214.0	99.07	+	.	GRA_OG0031051	substring_1
278	GRA_SL+_TRINITY_DN35031_c0_g1_i1	+	intron	1096	2713.0	1618.0	0.0	+	.	GRA_OG0031051	substring_1
279	GRA_SL+_TRINITY_DN35031_c0_g1_i1	+	fine	2714	2872.0	158.0	100.0	+	.	GRA_OG0031051	substring_1
280	GRA_SL+_TRINITY_DN35031_c0_g1_i1	+	intron	2873	3103.0	231.0	0.0	+	.	GRA_OG0031051	substring_1
281	GRA_SL+_TRINITY_DN35031_c0_g1_i1	+	fine	3104	3155.0	51.0	100.0	+	.	GRA_OG0031051	substring_1
282	GRA_SL+_TRINITY_DN35031_c0_g1_i1	+	intron	3156	3636.0	481.0	0.0	+	.	GRA_OG0031051	substring_1
283	GRA_SL+_TRINITY_DN35031_c0_g1_i1	+	fine	3637	3716.0	79.0	97.5	+	.	GRA_OG0031051	substring_2
284	GRA_SL+_TRINITY_DN35031_c0_g1_i1	+	intron	3717	4534.0	818.0	0.0	+	.	GRA_OG0031051	substring_2
285	GRA_SL+_TRINITY_DN35031_c0_g1_i1	+	fine	4535	4684.0	149.0	100.0	+	.	GRA_OG0031051	substring_2
286	GRA_SL+_TRINITY_DN35116_c0_g1_i2	+	fine	195	469.0	274.0	97.45	+	.	GRA_OG0030918	substring_1
287	GRA_SL+_TRINITY_DN35116_c0_g1_i2	+	intron	470	2599.0	2130.0	0.0	+	.	GRA_OG0030918	substring_1
288	GRA_SL+_TRINITY_DN35116_c0_g1_i2	+	fine	2600	2681.0	81.0	100.0	+	.	GRA_OG0030918	substring_1
289	GRA_SL+_TRINITY_DN35116_c0_g1_i2	+	intron	2682	3977.0	1296.0	0.0	+	.	GRA_OG0030918	substring_1
290	GRA_SL+_TRINITY_DN35116_c0_g1_i2	+	fine	3978	4103.0	125.0	100.0	+	.	GRA_OG0030918	substring_1
291	GRA_SL+_TRINITY_DN35116_c0_g1_i2	+	intron	4104	4400.0	297.0	0.0	+	.	GRA_OG0030918	substring_1
292	GRA_SL+_TRINITY_DN35116_c0_g1_i2	+	fine	4401	4525.0	124.0	95.2	+	.	GRA_OG0030918	substring_1
293	GRA_SL+_TRINITY_DN35116_c0_g1_i2	+	intron	4526	4779.0	254.0	0.0	+	.	GRA_OG0030918	substring_1
294	GRA_SL+_TRINITY_DN35116_c0_g1_i2	+	fine	4780	4895.0	115.0	98.28	+	.	GRA_OG0030918	substring_1
295	GRA_SL+_TRINITY_DN35116_c0_g1_i2	+	intron	4896	5012.0	117.0	0.0	+	.	GRA_OG0030918	substring_1
296	GRA_SL+_TRINITY_DN35116_c0_g1_i2	+	fine	5013	5094.0	81.0	98.78	+	.	GRA_OG0030918	substring_1
297	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	199	311.0	112.0	99.12	+	.	GRA_OG0030952	substring_1
298	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	intron	312	1955.0	1644.0	0.0	+	.	GRA_OG0030952	substring_1
299	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	1956	2022.0	66.0	100.0	+	.	GRA_OG0030952	substring_1
300	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	intron	2023	2257.0	235.0	0.0	+	.	GRA_OG0030952	substring_1
301	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	2258	2301.0	43.0	100.0	+	.	GRA_OG0030952	substring_1
302	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	intron	2302	3773.0	1472.0	0.0	+	.	GRA_OG0030952	substring_1
303	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	3774	3848.0	74.0	100.0	+	.	GRA_OG0030952	substring_1
304	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	intron	3849	4691.0	843.0	0.0	+	.	GRA_OG0030952	substring_1
305	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	4692	4728.0	36.0	100.0	+	.	GRA_OG0030952	substring_1
306	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	intron	4729	5164.0	436.0	0.0	+	.	GRA_OG0030952	substring_1
307	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	5165	5252.0	87.0	100.0	+	.	GRA_OG0030952	substring_1
308	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	intron	5253	5863.0	611.0	0.0	+	.	GRA_OG0030952	substring_1
309	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	5864	5931.0	67.0	100.0	+	.	GRA_OG0030952	substring_1
310	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	intron	5932	6698.0	767.0	0.0	+	.	GRA_OG0030952	substring_1
311	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	6699	6748.0	49.0	100.0	+	.	GRA_OG0030952	substring_1
312	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	intron	6749	7663.0	915.0	0.0	+	.	GRA_OG0030952	substring_1
313	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	7664	7758.0	94.0	100.0	+	.	GRA_OG0030952	substring_1
314	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	intron	7759	8185.0	427.0	0.0	+	.	GRA_OG0030952	substring_1
315	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	8186	8276.0	90.0	100.0	+	.	GRA_OG0030952	substring_1
316	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	intron	8277	9386.0	1110.0	0.0	+	.	GRA_OG0030952	substring_1
317	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	9387	9468.0	81.0	100.0	+	.	GRA_OG0030952	substring_1
318	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	intron	9469	10121.0	653.0	0.0	+	.	GRA_OG0030952	substring_1
319	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	10122	10167.0	45.0	100.0	+	.	GRA_OG0030952	substring_1
320	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	intron	10168	10341.0	174.0	0.0	+	.	GRA_OG0030952	substring_1
321	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	10342	10477.0	135.0	100.0	+	.	GRA_OG0030952	substring_1
322	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	intron	10478	10851.0	374.0	0.0	+	.	GRA_OG0030952	substring_1
323	GRA_SL+_TRINITY_DN35291_c0_g1_i1	+	fine	10852	11201.0	349.0	98.57	+	.	GRA_OG0030952	substring_1
324	GRA_SL+_TRINITY_DN35310_c0_g1_i2	+	fine	2692	2783.0	91.0	97.83	+	.	GRA_OG0031220	substring_1
325	GRA_SL+_TRINITY_DN35310_c0_g1_i2	+	intron	2784	4399.0	1616.0	0.0	+	.	GRA_OG0031220	substring_1
326	GRA_SL+_TRINITY_DN35310_c0_g1_i2	+	fine	4400	4450.0	50.0	100.0	+	.	GRA_OG0031220	substring_1
327	GRA_SL+_TRINITY_DN35310_c0_g1_i2	+	intron	4451	4836.0	386.0	0.0	+	.	GRA_OG0031220	substring_1
328	GRA_SL+_TRINITY_DN35310_c0_g1_i2	+	fine	4837	4921.0	84.0	100.0	+	.	GRA_OG0031220	substring_1
329	GRA_SL+_TRINITY_DN35310_c0_g1_i2	+	intron	4922	5765.0	844.0	0.0	+	.	GRA_OG0031220	substring_1
330	GRA_SL+_TRINITY_DN35310_c0_g1_i2	+	fine	5766	5975.0	209.0	100.0	+	.	GRA_OG0031220	substring_1
331	GRA_SL+_TRINITY_DN35348_c0_g1_i1	+	fine	4004	4152.0	148.0	98.66	+	.	GRA_OG0031323	substring_1
332	GRA_SL+_TRINITY_DN35348_c0_g1_i1	+	intron	4153	5219.0	1067.0	0.0	+	.	GRA_OG0031323	substring_1
333	GRA_SL+_TRINITY_DN35348_c0_g1_i1	+	fine	5220	5267.0	47.0	100.0	+	.	GRA_OG0031323	substring_1
334	GRA_SL+_TRINITY_DN35348_c0_g1_i1	+	intron	5268	7667.0	2400.0	0.0	+	.	GRA_OG0031323	substring_1
335	GRA_SL+_TRINITY_DN35348_c0_g1_i1	+	fine	7668	7742.0	74.0	98.67	+	.	GRA_OG0031323	substring_1
336	GRA_SL+_TRINITY_DN35348_c0_g1_i1	+	intron	7743	8056.0	314.0	0.0	+	.	GRA_OG0031323	substring_1
337	GRA_SL+_TRINITY_DN35348_c0_g1_i1	+	fine	8057	8113.0	56.0	98.25	+	.	GRA_OG0031323	substring_1
338	GRA_SL+_TRINITY_DN35348_c0_g1_i1	+	intron	8114	8348.0	235.0	0.0	+	.	GRA_OG0031323	substring_1
339	GRA_SL+_TRINITY_DN35348_c0_g1_i1	+	fine	8349	8582.0	233.0	99.15	+	.	GRA_OG0031323	substring_1
340	GRA_SL+_TRINITY_DN35360_c0_g1_i2	+	fine	889	1066.0	177.0	99.44	+	.	GRA_OG0032487	substring_1
341	GRA_SL+_TRINITY_DN35360_c0_g1_i2	+	intron	1067	1395.0	329.0	0.0	+	.	GRA_OG0032487	substring_1
342	GRA_SL+_TRINITY_DN35360_c0_g1_i2	+	fine	1396	1549.0	153.0	99.35	+	.	GRA_OG0032487	substring_1
343	GRA_SL+_TRINITY_DN35360_c0_g1_i2	+	intron	1550	2461.0	912.0	0.0	+	.	GRA_OG0032487	substring_1
344	GRA_SL+_TRINITY_DN35360_c0_g1_i2	+	fine	2462	2522.0	60.0	100.0	+	.	GRA_OG0032487	substring_1
345	GRA_SL+_TRINITY_DN35360_c0_g1_i2	+	intron	2523	3380.0	858.0	0.0	+	.	GRA_OG0032487	substring_1
346	GRA_SL+_TRINITY_DN35360_c0_g1_i2	+	fine	3381	3443.0	62.0	100.0	+	.	GRA_OG0032487	substring_1
347	GRA_SL+_TRINITY_DN35360_c0_g1_i2	+	intron	3444	3658.0	215.0	0.0	+	.	GRA_OG0032487	substring_1
348	GRA_SL+_TRINITY_DN35360_c0_g1_i2	+	fine	3659	3756.0	97.0	100.0	+	.	GRA_OG0032487	substring_1
349	GRA_SL+_TRINITY_DN35360_c0_g1_i2	+	intron	3757	4373.0	617.0	0.0	+	.	GRA_OG0032487	substring_1
350	GRA_SL+_TRINITY_DN35360_c0_g1_i2	+	fine	4374	4405.0	31.0	100.0	+	.	GRA_OG0032487	substring_1
351	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	fine	183	402.0	219.0	95.0	+	.	GRA_OG0032288	substring_1
352	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	intron	403	650.0	248.0	0.0	+	.	GRA_OG0032288	substring_1
353	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	fine	651	713.0	62.0	100.0	+	.	GRA_OG0032288	substring_1
354	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	intron	714	1075.0	362.0	0.0	+	.	GRA_OG0032288	substring_1
355	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	fine	1076	1158.0	82.0	100.0	+	.	GRA_OG0032288	substring_1
356	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	intron	1159	1244.0	86.0	0.0	+	.	GRA_OG0032288	substring_1
357	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	fine	1245	1383.0	138.0	100.0	+	.	GRA_OG0032288	substring_1
358	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	intron	1384	1711.0	328.0	0.0	+	.	GRA_OG0032288	substring_1
359	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	fine	1712	1758.0	46.0	100.0	+	.	GRA_OG0032288	substring_1
360	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	intron	1759	2309.0	551.0	0.0	+	.	GRA_OG0032288	substring_1
361	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	fine	2310	2363.0	53.0	100.0	+	.	GRA_OG0032288	substring_1
362	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	intron	2364	2592.0	229.0	0.0	+	.	GRA_OG0032288	substring_1
363	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	fine	2593	2718.0	125.0	97.62	+	.	GRA_OG0032288	substring_1
364	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	intron	2719	2995.0	277.0	0.0	+	.	GRA_OG0032288	substring_1
365	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	fine	2996	3069.0	73.0	100.0	+	.	GRA_OG0032288	substring_1
366	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	intron	3070	3167.0	98.0	0.0	+	.	GRA_OG0032288	substring_1
367	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	fine	3168	3277.0	109.0	100.0	+	.	GRA_OG0032288	substring_1
368	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	intron	3278	4245.0	968.0	0.0	+	.	GRA_OG0032288	substring_1
369	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	fine	4246	4318.0	72.0	98.63	+	.	GRA_OG0032288	substring_2
370	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	intron	4319	8036.0	3718.0	0.0	+	.	GRA_OG0032288	substring_2
371	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	fine	8037	8113.0	76.0	100.0	+	.	GRA_OG0032288	substring_2
372	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	intron	8114	8534.0	421.0	0.0	+	.	GRA_OG0032288	substring_2
373	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	fine	8535	8624.0	89.0	100.0	+	.	GRA_OG0032288	substring_2
374	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	intron	8625	8729.0	105.0	0.0	+	.	GRA_OG0032288	substring_2
375	GRA_SL+_TRINITY_DN35380_c0_g1_i2	+	fine	8730	9004.0	274.0	100.0	+	.	GRA_OG0032288	substring_2
376	GRA_SL+_TRINITY_DN35384_c0_g1_i1	+	fine	11052	11138.0	86.0	100.0	+	.	GRA_OG0032318	substring_1
377	GRA_SL+_TRINITY_DN35384_c0_g1_i1	+	intron	11139	12725.0	1587.0	0.0	+	.	GRA_OG0032318	substring_1
378	GRA_SL+_TRINITY_DN35384_c0_g1_i1	+	fine	12726	12772.0	46.0	100.0	+	.	GRA_OG0032318	substring_1
379	GRA_SL+_TRINITY_DN35384_c0_g1_i1	+	intron	12773	13167.0	395.0	0.0	+	.	GRA_OG0032318	substring_1
380	GRA_SL+_TRINITY_DN35384_c0_g1_i1	+	fine	13168	13289.0	121.0	97.54	+	.	GRA_OG0032318	substring_1
381	GRA_SL+_TRINITY_DN35416_c0_g1_i1	+	fine	15086	15131.0	45.0	97.83	+	.	GRA_OG0030496	substring_1
382	GRA_SL+_TRINITY_DN35442_c0_g1_i1	+	fine	200	331.0	131.0	100.0	+	.	GRA_OG0031719	substring_1
383	GRA_SL+_TRINITY_DN35442_c0_g1_i1	+	intron	332	689.0	358.0	0.0	+	.	GRA_OG0031719	substring_1
384	GRA_SL+_TRINITY_DN35442_c0_g1_i1	+	fine	690	728.0	38.0	100.0	+	.	GRA_OG0031719	substring_1
385	GRA_SL+_TRINITY_DN35442_c0_g1_i1	+	intron	729	2735.0	2007.0	0.0	+	.	GRA_OG0031719	substring_1
386	GRA_SL+_TRINITY_DN35442_c0_g1_i1	+	fine	2736	2928.0	192.0	100.0	+	.	GRA_OG0031719	substring_1
387	GRA_SL+_TRINITY_DN35442_c0_g1_i1	+	intron	2929	3271.0	343.0	0.0	+	.	GRA_OG0031719	substring_1
388	GRA_SL+_TRINITY_DN35442_c0_g1_i1	+	fine	3272	3366.0	94.0	100.0	+	.	GRA_OG0031719	substring_1
389	GRA_SL+_TRINITY_DN35442_c0_g1_i1	+	intron	3367	5522.0	2156.0	0.0	+	.	GRA_OG0031719	substring_1
390	GRA_SL+_TRINITY_DN35442_c0_g1_i1	+	fine	5523	5657.0	134.0	100.0	+	.	GRA_OG0031719	substring_1
391	GRA_SL+_TRINITY_DN35442_c0_g1_i1	+	intron	5658	6199.0	542.0	0.0	+	.	GRA_OG0031719	substring_1
392	GRA_SL+_TRINITY_DN35442_c0_g1_i1	+	fine	6200	6303.0	103.0	99.04	+	.	GRA_OG0031719	substring_1
393	GRA_SL+_TRINITY_DN35482_c0_g1_i1	+	fine	10024	10134.0	110.0	97.3	+	.	GRA_OG0032434	substring_1
394	GRA_SL+_TRINITY_DN35482_c0_g1_i1	+	intron	10135	13207.0	3073.0	0.0	+	.	GRA_OG0032434	substring_1
395	GRA_SL+_TRINITY_DN35482_c0_g1_i1	+	fine	13208	13308.0	100.0	100.0	+	.	GRA_OG0032434	substring_1
396	GRA_SL+_TRINITY_DN35482_c0_g1_i1	+	intron	13309	14840.0	1532.0	0.0	+	.	GRA_OG0032434	substring_1
397	GRA_SL+_TRINITY_DN35482_c0_g1_i1	+	fine	14841	14880.0	39.0	97.5	+	.	GRA_OG0032434	substring_1
