seqid	source	exon_type	start	end	length	homology	GC	strand	phase	attributes	substring
GRA_SL+_TRINITY_DN44348_c0_g4_i3	+	fine	755	981	227	100.0	68.72	+	.	GRA_OG0030336	substring_1
GRA_SL+_TRINITY_DN44348_c0_g4_i3	+	intron	982	1577	596	0.0	45.64	+	.	GRA_OG0030336	substring_1
GRA_SL+_TRINITY_DN44348_c0_g4_i3	+	fine	1578	1629	52	100.0	53.85	+	.	GRA_OG0030336	substring_1
GRA_SL+_TRINITY_DN44348_c0_g4_i3	+	intron	1630	2444	815	0.0	49.82	+	.	GRA_OG0030336	substring_1
GRA_SL+_TRINITY_DN44348_c0_g4_i3	+	fine	2445	2545	101	98.02	60.4	+	.	GRA_OG0030336	substring_1
GRA_SL+_TRINITY_DN44348_c0_g4_i3	+	intron	2546	2650	105	0.0	73.33	+	.	GRA_OG0030336	substring_1
GRA_SL+_TRINITY_DN44348_c0_g4_i3	+	fine	2651	2784	134	100.0	68.66	+	.	GRA_OG0030336	substring_1
GRA_SL+_TRINITY_DN44348_c0_g4_i3	+	intron	2785	3346	562	0.0	57.83	+	.	GRA_OG0030336	substring_1
GRA_SL+_TRINITY_DN44348_c0_g4_i3	+	fine	3347	3418	72	100.0	69.44	+	.	GRA_OG0030336	substring_1
GRA_SL+_TRINITY_DN44348_c0_g4_i3	+	intron	3419	3971	553	0.0	53.89	+	.	GRA_OG0030336	substring_1
GRA_SL+_TRINITY_DN44348_c0_g4_i3	+	fine	3972	4052	81	100.0	72.84	+	.	GRA_OG0030336	substring_1
GRA_SL+_TRINITY_DN44348_c0_g4_i3	+	intron	4053	5347	1295	0.0	50.73	+	.	GRA_OG0030336	substring_1
GRA_SL+_TRINITY_DN44348_c0_g4_i3	+	fine	5348	5461	114	100.0	82.46	+	.	GRA_OG0030336	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	fine	200	261	62	100.0	46.77	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	intron	262	307	46	0.0	41.3	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	fine	308	398	91	95.6	40.66	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	intron	399	442	44	0.0	40.91	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	fine	443	496	54	100.0	53.7	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	intron	497	1379	883	0.0	48.36	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	fine	1380	1456	77	100.0	53.25	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	intron	1457	1847	391	0.0	49.1	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	fine	1848	1881	34	100.0	52.94	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	intron	1882	3613	1732	0.0	54.5	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	fine	3614	3682	69	100.0	50.72	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	intron	3683	5577	1895	0.0	50.29	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	fine	5578	5663	86	100.0	47.67	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	intron	5664	6301	638	0.0	44.98	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	fine	6302	6403	102	100.0	56.86	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	intron	6404	6564	161	0.0	54.66	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	fine	6565	6609	45	95.56	46.67	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	intron	6610	7498	889	0.0	50.39	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	fine	7499	7572	74	98.65	56.76	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	intron	7573	8021	449	0.0	48.33	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	fine	8022	8083	62	100.0	61.29	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	intron	8084	9485	1402	0.0	51.64	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN43471_c0_g1_i3	-	fine	9486	9645	160	100.0	76.88	-	.	GRA_OG0030340	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	fine	6062	6163	102	100.0	82.35	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	intron	6164	6489	326	0.0	49.39	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	fine	6490	6548	59	100.0	55.93	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	intron	6549	8548	2000	0.0	49.15	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	fine	8549	8760	212	98.11	81.13	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	intron	8761	8880	120	0.0	58.33	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	fine	8881	8942	62	100.0	72.58	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	intron	8943	9364	422	0.0	47.16	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	fine	9365	9425	61	98.36	68.85	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	intron	9426	9881	456	0.0	36.84	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	fine	9882	9964	83	100.0	74.7	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	intron	9965	10190	226	0.0	38.05	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	fine	10191	10221	31	93.55	83.87	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	intron	10222	10633	412	0.0	58.74	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	fine	10634	10661	28	100.0	75.0	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	intron	10662	10922	261	0.0	55.94	-	.	GRA_OG0030341	substring_1
GRA_SL-_TRINITY_DN49644_c2_g1_i6	-	fine	10923	11082	160	100.0	60.0	-	.	GRA_OG0030341	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	3098	3278	181	98.34	74.59	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	intron	3279	4806	1528	0.0	50.39	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	4807	4893	87	100.0	68.97	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	intron	4894	5289	396	0.0	50.0	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	5290	5405	116	100.0	72.41	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	intron	5406	7669	2264	0.0	56.63	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	7670	7797	128	98.44	69.53	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	intron	7798	8823	1026	0.0	49.32	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	8824	8857	34	100.0	38.24	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	intron	8858	9646	789	0.0	56.65	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	9647	9823	177	93.79	67.8	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	intron	9824	10457	634	0.0	39.75	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	10458	10657	200	98.5	79.0	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	intron	10658	11545	888	0.0	43.36	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	11546	11625	80	100.0	72.5	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	intron	11626	13041	1416	0.0	54.24	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	13042	13121	80	100.0	70.0	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	intron	13122	15097	1976	0.0	44.59	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	15098	15263	166	99.4	68.07	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	intron	15264	15969	706	0.0	57.51	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	15970	16112	143	100.0	67.13	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	intron	16113	16837	725	0.0	53.38	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	16838	16929	92	97.83	79.35	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	intron	16930	17500	571	0.0	51.49	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	17501	17580	80	96.25	76.25	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	intron	17581	18925	1345	0.0	54.94	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN49034_c2_g1_i1	+	fine	18926	19003	78	97.44	67.95	+	.	GRA_OG0030360	substring_1
GRA_SL+_TRINITY_DN35915_c0_g1_i2	+	fine	54111	54238	128	98.44	71.09	+	.	GRA_OG0030366	substring_1
GRA_SL+_TRINITY_DN35915_c0_g1_i2	+	intron	54239	56064	1826	0.0	53.94	+	.	GRA_OG0030366	substring_1
GRA_SL+_TRINITY_DN35915_c0_g1_i2	+	fine	56065	56126	62	100.0	59.68	+	.	GRA_OG0030366	substring_1
GRA_SL+_TRINITY_DN35915_c0_g1_i2	+	intron	56127	56702	576	0.0	53.47	+	.	GRA_OG0030366	substring_1
GRA_SL+_TRINITY_DN35915_c0_g1_i2	+	fine	56703	56757	55	98.18	54.55	+	.	GRA_OG0030366	substring_1
GRA_SL+_TRINITY_DN35915_c0_g1_i2	+	intron	56758	60176	3419	0.0	48.67	+	.	GRA_OG0030366	substring_1
GRA_SL+_TRINITY_DN35915_c0_g1_i2	+	fine	60177	60210	34	100.0	61.76	+	.	GRA_OG0030366	substring_1
GRA_SL+_TRINITY_DN35915_c0_g1_i2	+	intron	60211	60850	640	0.0	60.31	+	.	GRA_OG0030366	substring_1
GRA_SL+_TRINITY_DN35915_c0_g1_i2	+	fine	60851	60929	79	100.0	67.09	+	.	GRA_OG0030366	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	fine	2938	3006	69	98.55	63.77	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	intron	3007	3342	336	0.0	49.4	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	fine	3343	3415	73	100.0	64.38	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	intron	3416	3616	201	0.0	57.21	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	fine	3617	3739	123	100.0	61.79	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	intron	3740	4001	262	0.0	56.49	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	fine	4002	4106	105	100.0	63.81	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	intron	4107	4554	448	0.0	53.12	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	fine	4555	4649	95	98.95	71.58	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	intron	4650	5079	430	0.0	52.79	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	fine	5080	5179	100	100.0	79.0	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	intron	5180	5293	114	0.0	67.54	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	fine	5294	5346	53	100.0	62.26	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	intron	5347	5649	303	0.0	52.81	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	fine	5650	5774	125	99.2	65.6	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	intron	5775	6167	393	0.0	45.29	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	fine	6168	6262	95	96.84	73.68	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	intron	6263	6683	421	0.0	55.82	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	fine	6684	6743	60	100.0	65.0	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	intron	6744	7069	326	0.0	53.07	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	fine	7070	7141	72	100.0	73.61	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	intron	7142	7378	237	0.0	52.74	+	.	GRA_OG0030369	substring_1
GRA_SL+_TRINITY_DN43469_c0_g1_i2	+	fine	7379	7803	425	100.0	57.18	+	.	GRA_OG0030369	substring_1
GRA_SL-_TRINITY_DN38103_c1_g1_i2	-	fine	200	329	130	98.46	66.15	-	.	GRA_OG0030375	substring_1
GRA_SL-_TRINITY_DN38103_c1_g1_i2	-	intron	330	1237	908	0.0	50.99	-	.	GRA_OG0030375	substring_1
GRA_SL-_TRINITY_DN38103_c1_g1_i2	-	fine	1238	1338	101	99.01	67.33	-	.	GRA_OG0030375	substring_1
GRA_SL-_TRINITY_DN38103_c1_g1_i2	-	intron	1339	2561	1223	0.0	50.94	-	.	GRA_OG0030375	substring_1
GRA_SL-_TRINITY_DN38103_c1_g1_i2	-	fine	2562	2812	251	98.8	78.49	-	.	GRA_OG0030375	substring_1
GRA_SL-_TRINITY_DN38103_c1_g1_i2	-	intron	2813	3367	555	0.0	45.05	-	.	GRA_OG0030375	substring_1
GRA_SL-_TRINITY_DN38103_c1_g1_i2	-	fine	3368	3560	193	99.48	72.02	-	.	GRA_OG0030375	substring_1
GRA_SL-_TRINITY_DN38103_c1_g1_i2	-	intron	3561	4668	1108	0.0	55.32	-	.	GRA_OG0030375	substring_1
GRA_SL-_TRINITY_DN38103_c1_g1_i2	-	fine	4669	5194	526	99.43	65.02	-	.	GRA_OG0030375	substring_1
GRA_SL+_TRINITY_DN40673_c2_g2_i1	+	fine	1140	1456	317	98.11	65.3	+	.	GRA_OG0030379	substring_1
GRA_SL+_TRINITY_DN40673_c2_g2_i1	+	fine	1469	1641	173	95.38	54.91	+	.	GRA_OG0030379	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	667	908	242	95.87	61.16	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	909	2132	1224	0.0	49.02	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	2133	2182	50	100.0	66.0	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	2183	2561	379	0.0	53.56	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	2562	2742	181	100.0	61.88	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	2743	5642	2900	0.0	49.83	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	5643	5773	131	100.0	70.99	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	5774	6906	1133	0.0	54.28	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	6907	7003	97	98.97	58.76	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	7004	7719	716	0.0	46.23	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	7720	7783	64	96.88	64.06	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	7784	7852	69	0.0	81.16	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	7853	7894	42	97.62	73.81	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	7895	8472	578	0.0	45.85	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	8473	8549	77	100.0	63.64	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	8550	8908	359	0.0	53.2	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	8909	9056	148	99.32	64.19	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	9057	9322	266	0.0	58.65	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	9323	9382	60	100.0	71.67	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	9383	9922	540	0.0	55.37	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	9923	10062	140	100.0	68.57	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	10063	10355	293	0.0	56.66	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	10356	10524	169	99.41	63.91	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	10525	10782	258	0.0	50.78	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	10783	10860	78	100.0	65.38	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	10861	12000	1140	0.0	55.09	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	12001	12064	64	98.44	53.12	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	12065	12204	140	0.0	59.29	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	12205	12358	154	96.75	74.03	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	12359	13213	855	0.0	60.0	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	13214	13305	92	100.0	69.57	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	13306	13718	413	0.0	60.77	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	13719	13830	112	98.21	79.46	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	13831	14221	391	0.0	57.29	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	14222	14330	109	98.17	75.23	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	14331	14560	230	0.0	38.26	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	14561	14690	130	98.46	76.15	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	14694	14725	32	100.0	84.38	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	14726	15336	611	0.0	56.96	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	15337	15460	124	100.0	64.52	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	15461	16280	820	0.0	53.41	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	16281	16312	32	100.0	43.75	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	16313	16631	319	0.0	47.96	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	16632	16781	150	99.33	66.67	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	16782	17217	436	0.0	57.11	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	17218	17414	197	99.49	72.08	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	17415	25138	7724	0.0	52.32	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	25139	25321	183	100.0	67.76	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	25322	25554	233	0.0	51.07	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	25555	25723	169	98.82	76.92	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	intron	25724	26463	740	0.0	54.59	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN47433_c0_g1_i1	+	fine	26464	26521	58	96.55	63.79	+	.	GRA_OG0030384	substring_1
GRA_SL+_TRINITY_DN45859_c0_g2_i1	+	fine	3626	3759	134	98.51	68.66	+	.	GRA_OG0030399	substring_1
GRA_SL+_TRINITY_DN45859_c0_g2_i1	+	intron	3760	4380	621	0.0	52.98	+	.	GRA_OG0030399	substring_1
GRA_SL+_TRINITY_DN45859_c0_g2_i1	+	fine	4381	4420	40	100.0	55.0	+	.	GRA_OG0030399	substring_1
GRA_SL+_TRINITY_DN45859_c0_g2_i1	+	intron	4421	5042	622	0.0	56.43	+	.	GRA_OG0030399	substring_1
GRA_SL+_TRINITY_DN45859_c0_g2_i1	+	fine	5043	5127	85	100.0	58.82	+	.	GRA_OG0030399	substring_1
GRA_SL+_TRINITY_DN45859_c0_g2_i1	+	intron	5128	5488	361	0.0	60.11	+	.	GRA_OG0030399	substring_1
GRA_SL+_TRINITY_DN45859_c0_g2_i1	+	fine	5489	5535	47	97.87	61.7	+	.	GRA_OG0030399	substring_1
GRA_SL+_TRINITY_DN45859_c0_g2_i1	+	intron	5536	5812	277	0.0	55.6	+	.	GRA_OG0030399	substring_1
GRA_SL+_TRINITY_DN45859_c0_g2_i1	+	fine	5813	5913	101	99.01	57.43	+	.	GRA_OG0030399	substring_1
GRA_SL+_TRINITY_DN45859_c0_g2_i1	+	intron	5914	6109	196	0.0	56.12	+	.	GRA_OG0030399	substring_1
GRA_SL+_TRINITY_DN45859_c0_g2_i1	+	fine	6110	6323	214	95.79	51.87	+	.	GRA_OG0030399	substring_1
GRA_SL+_TRINITY_DN45859_c0_g2_i1	+	fine	6327	6365	39	100.0	56.41	+	.	GRA_OG0030399	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	fine	199	344	146	98.63	75.34	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	intron	345	2209	1865	0.0	43.16	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	fine	2210	2244	35	100.0	68.57	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	intron	2245	2718	474	0.0	58.23	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	fine	2719	2792	74	100.0	63.51	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	intron	2793	3491	699	0.0	43.78	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	fine	3492	3517	26	96.15	53.85	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	intron	3518	3770	253	0.0	62.85	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	fine	3771	3798	28	100.0	67.86	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	intron	3799	4247	449	0.0	54.79	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	fine	4248	4407	160	100.0	79.38	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	intron	4408	4798	391	0.0	57.29	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	fine	4799	4861	63	100.0	63.49	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	intron	4862	5699	838	0.0	59.55	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	fine	5700	5832	133	100.0	70.68	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	intron	5833	6145	313	0.0	60.7	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	fine	6146	6179	34	100.0	61.76	+	.	GRA_OG0030401	substring_1
GRA_SL+_TRINITY_DN39908_c1_g1_i1	+	intron	6180	7329	1150	0.0	43.57	+	.	GRA_OG0030401	substring_1
